Date,Site,Count
7/5/2020,South Mountain-Pima West Loop,
7/5/2020,South Mountain-Telegraph Pass Trail,162
7/6/2020,E - Camelback - Cholla Trail ,
7/6/2020,E - Camelback - Echo Canyon Trail,
7/6/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,
7/6/2020,E - Dreamy Draw Park - Trail 190,106
7/6/2020,E - Papago - 5K Fitness,
7/6/2020,E - Papago - Archery,
7/6/2020,E - Papago - Hole In The Rock,
7/6/2020,E - PMP - 32nd St. Trailhead,143
7/6/2020,E - PMP - 40th St. Trailhead - East Access,107
7/6/2020,E - PMP - 40th St. Trailhead - Wash - West Access,84
7/6/2020,E - PMP - Piestewa Summit Trail,
7/6/2020,E - PMP - Trail 18920,
7/6/2020,E - PMP - Trail 19024,
7/6/2020,E - PMP - Trail8B - 7000 N. 36th,
7/6/2020,N - 25th St. and Acoma-Shadow Mtn N,22
7/6/2020,N - 7th Ave - Peoria-Mtn. View Park Access,94
7/6/2020,N - Apache Wash Replacement,109
7/6/2020,N - Carefree Bridge - Cave Creek Wash,16
7/6/2020,N - Deem Hills - East - 39th Ave TH,
7/6/2020,N - Deem Hills - West - 51st Ave TH,52
7/6/2020,N - Desert Hills - North - Ocotillo Trail,35
7/6/2020,N - Desert Hills - South - Sidewinder Trail,47
7/6/2020,N - Desert Vista TH - Hawk,51
7/6/2020,N - Lookout Mountain - 306 - North Side TH,281
7/6/2020,N - NMVC,83
7/6/2020,N - North Mountain - 44-Tower Road,967
7/6/2020,N - Shaw Butte TH,138
7/6/2020,N -15th Ave - Yucca-Shaw Butte SW,68
7/6/2020,N-NM TOWER TR 44 REPL,
7/6/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
7/6/2020,RIO SALADO 2875 S. 7th Street SE,31
7/6/2020,RIO SALADO 3201 S. 16th Street SE,
7/6/2020,RIO-16ST-SE-REPL,
7/6/2020,RIO-7TH ST SE-REPL,
7/6/2020,RIO-CENT-NEGW-REPL,
7/6/2020,South Mountain- Desert Classic Trail,64
7/6/2020,South Mountain-620 Trailhead,
7/6/2020,South Mountain-Hau'Pal,107
7/6/2020,South Mountain-Holbert Trail,54
7/6/2020,South Mountain-Judith Tunell Trail,15
7/6/2020,South Mountain-Kiwanis Trail ,31
7/6/2020,South Mountain-Ma-Ha-Tuak Perimeter,189
7/6/2020,South Mountain-Mormon Trail,140
7/6/2020,South Mountain-Pima Dirt Rd. ,335
7/6/2020,South Mountain-Pima West Loop,
7/6/2020,South Mountain-Telegraph Pass Trail,119
7/7/2020,E - Camelback - Cholla Trail ,12
7/7/2020,E - Camelback - Echo Canyon Trail,
7/7/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,
7/7/2020,E - Dreamy Draw Park - Trail 191,111
7/7/2020,E - Papago - 5K Fitness,
7/7/2020,E - Papago - Archery,
7/7/2020,E - Papago - Hole In The Rock,200
7/7/2020,E - PMP - 32nd St. Trailhead,148
7/7/2020,E - PMP - 40th St. Trailhead - East Access,137
7/7/2020,E - PMP - 40th St. Trailhead - Wash - West Access,102
7/7/2020,E - PMP - Piestewa Summit Trail,774
7/7/2020,E - PMP - Trail 19128,229
7/7/2020,E - PMP - Trail 19232,
7/7/2020,E - PMP - Trail8B - 7000 N. 36th,
7/7/2020,N - 25th St. and Acoma-Shadow Mtn N,31
7/7/2020,N - 7th Ave - Peoria-Mtn. View Park Access,110
7/7/2020,N - Apache Wash Replacement,136
7/7/2020,N - Carefree Bridge - Cave Creek Wash,16
7/7/2020,N - Deem Hills - East - 39th Ave TH,
7/7/2020,N - Deem Hills - West - 51st Ave TH,60
7/7/2020,N - Desert Hills - North - Ocotillo Trail,31
7/7/2020,N - Desert Hills - South - Sidewinder Trail,69
7/7/2020,N - Desert Vista TH - Hawk,58
7/7/2020,N - Lookout Mountain - 306 - North Side TH,332
7/7/2020,N - NMVC,104
7/7/2020,N - North Mountain - 44-Tower Road,1127
7/7/2020,N - Shaw Butte TH,170
7/7/2020,N -15th Ave - Yucca-Shaw Butte SW,65
7/7/2020,N-NM TOWER TR 44 REPL,
7/7/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
7/7/2020,RIO SALADO 2875 S. 7th Street SE,15
7/7/2020,RIO SALADO 3201 S. 16th Street SE,
7/7/2020,RIO-16ST-SE-REPL,
7/7/2020,RIO-7TH ST SE-REPL,
7/7/2020,RIO-CENT-NEGW-REPL,
7/7/2020,South Mountain- Desert Classic Trail,133
7/7/2020,South Mountain-620 Trailhead,
7/7/2020,South Mountain-Hau'Pal,170
7/7/2020,South Mountain-Holbert Trail,35
7/7/2020,South Mountain-Judith Tunell Trail,15641
7/7/2020,South Mountain-Kiwanis Trail ,38
7/7/2020,South Mountain-Ma-Ha-Tuak Perimeter,157
7/7/2020,South Mountain-Mormon Trail,148
7/7/2020,South Mountain-Pima Dirt Rd. ,347
7/7/2020,South Mountain-Pima West Loop,212
7/7/2020,South Mountain-Telegraph Pass Trail,151
7/8/2020,E - Camelback - Cholla Trail ,10
7/8/2020,E - Camelback - Echo Canyon Trail,
7/8/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,
7/8/2020,E - Dreamy Draw Park - Trail 192,88
7/8/2020,E - Papago - 5K Fitness,
7/8/2020,E - Papago - Archery,
7/8/2020,E - Papago - Hole In The Rock,221
7/8/2020,E - PMP - 32nd St. Trailhead,117
7/8/2020,E - PMP - 40th St. Trailhead - East Access,97
7/8/2020,E - PMP - 40th St. Trailhead - Wash - West Access,76
7/8/2020,E - PMP - Piestewa Summit Trail,876
7/8/2020,E - PMP - Trail 19336,196
7/8/2020,E - PMP - Trail 19440,
7/8/2020,E - PMP - Trail8B - 7000 N. 36th,
7/8/2020,N - 25th St. and Acoma-Shadow Mtn N,17
7/8/2020,N - 7th Ave - Peoria-Mtn. View Park Access,119
7/8/2020,N - Apache Wash Replacement,144
7/8/2020,N - Carefree Bridge - Cave Creek Wash,13
7/8/2020,N - Deem Hills - East - 39th Ave TH,35
7/8/2020,N - Deem Hills - West - 51st Ave TH,41
7/8/2020,N - Desert Hills - North - Ocotillo Trail,10
7/8/2020,N - Desert Hills - South - Sidewinder Trail,49
7/8/2020,N - Desert Vista TH - Hawk,59
7/8/2020,N - Lookout Mountain - 306 - North Side TH,324
7/8/2020,N - NMVC,107
7/8/2020,N - North Mountain - 44-Tower Road,990
7/8/2020,N - Shaw Butte TH,138
7/8/2020,N -15th Ave - Yucca-Shaw Butte SW,53
7/8/2020,N-NM TOWER TR 44 REPL,
7/8/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
7/8/2020,RIO SALADO 2875 S. 7th Street SE,22
7/8/2020,RIO SALADO 3201 S. 16th Street SE,
7/8/2020,RIO-16ST-SE-REPL,
7/8/2020,RIO-7TH ST SE-REPL,
7/8/2020,RIO-CENT-NEGW-REPL,
7/8/2020,South Mountain- Desert Classic Trail,106
7/8/2020,South Mountain-620 Trailhead,
7/8/2020,South Mountain-Hau'Pal,156
7/8/2020,South Mountain-Holbert Trail,61
7/8/2020,South Mountain-Judith Tunell Trail,51248
7/8/2020,South Mountain-Kiwanis Trail ,41
7/8/2020,South Mountain-Ma-Ha-Tuak Perimeter,215
7/8/2020,South Mountain-Mormon Trail,117
7/8/2020,South Mountain-Pima Dirt Rd. ,322
7/8/2020,South Mountain-Pima West Loop,239
7/8/2020,South Mountain-Telegraph Pass Trail,131
7/9/2020,E - Camelback - Cholla Trail ,2
7/9/2020,E - Camelback - Echo Canyon Trail,
7/9/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,
7/9/2020,E - Dreamy Draw Park - Trail 193,106
7/9/2020,E - Papago - 5K Fitness,
7/9/2020,E - Papago - Archery,
7/9/2020,E - Papago - Hole In The Rock,161
7/9/2020,E - PMP - 32nd St. Trailhead,113
7/9/2020,E - PMP - 40th St. Trailhead - East Access,126
7/9/2020,E - PMP - 40th St. Trailhead - Wash - West Access,59
7/9/2020,E - PMP - Piestewa Summit Trail,821
7/9/2020,E - PMP - Trail 19544,203
7/9/2020,E - PMP - Trail 19648,
7/9/2020,E - PMP - Trail8B - 7000 N. 36th,
7/9/2020,N - 25th St. and Acoma-Shadow Mtn N,27
7/9/2020,N - 7th Ave - Peoria-Mtn. View Park Access,110
7/9/2020,N - Apache Wash Replacement,121
7/9/2020,N - Carefree Bridge - Cave Creek Wash,18
7/9/2020,N - Deem Hills - East - 39th Ave TH,41
7/9/2020,N - Deem Hills - West - 51st Ave TH,51
7/9/2020,N - Desert Hills - North - Ocotillo Trail,21
7/9/2020,N - Desert Hills - South - Sidewinder Trail,57
7/9/2020,N - Desert Vista TH - Hawk,51
7/9/2020,N - Lookout Mountain - 306 - North Side TH,306
7/9/2020,N - NMVC,100
7/9/2020,N - North Mountain - 44-Tower Road,1024
7/9/2020,N - Shaw Butte TH,131
7/9/2020,N -15th Ave - Yucca-Shaw Butte SW,53
7/9/2020,N-NM TOWER TR 44 REPL,
7/9/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
7/9/2020,RIO SALADO 2875 S. 7th Street SE,16
7/9/2020,RIO SALADO 3201 S. 16th Street SE,
7/9/2020,RIO-16ST-SE-REPL,
7/9/2020,RIO-7TH ST SE-REPL,
7/9/2020,RIO-CENT-NEGW-REPL,
7/9/2020,South Mountain- Desert Classic Trail,81
7/9/2020,South Mountain-620 Trailhead,
7/9/2020,South Mountain-Hau'Pal,137
7/9/2020,South Mountain-Holbert Trail,50
7/9/2020,South Mountain-Judith Tunell Trail,
7/9/2020,South Mountain-Kiwanis Trail ,36
7/9/2020,South Mountain-Ma-Ha-Tuak Perimeter,293
7/9/2020,South Mountain-Mormon Trail,121
7/9/2020,South Mountain-Pima Dirt Rd. ,297
7/9/2020,South Mountain-Pima West Loop,251
7/9/2020,South Mountain-Telegraph Pass Trail,153
7/10/2020,E - Camelback - Cholla Trail ,91
7/10/2020,E - Camelback - Echo Canyon Trail,
7/10/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,
7/10/2020,E - Dreamy Draw Park - Trail 194,86
7/10/2020,E - Papago - 5K Fitness,
7/10/2020,E - Papago - Archery,
7/10/2020,E - Papago - Hole In The Rock,175
7/10/2020,E - PMP - 32nd St. Trailhead,71
7/10/2020,E - PMP - 40th St. Trailhead - East Access,71
7/10/2020,E - PMP - 40th St. Trailhead - Wash - West Access,53
7/10/2020,E - PMP - Piestewa Summit Trail,472
7/10/2020,E - PMP - Trail 19752,195
7/10/2020,E - PMP - Trail 19856,
7/10/2020,E - PMP - Trail8B - 7000 N. 36th,
7/10/2020,N - 25th St. and Acoma-Shadow Mtn N,11
7/10/2020,N - 7th Ave - Peoria-Mtn. View Park Access,81
7/10/2020,N - Apache Wash Replacement,118
7/10/2020,N - Carefree Bridge - Cave Creek Wash,10
7/10/2020,N - Deem Hills - East - 39th Ave TH,35
7/10/2020,N - Deem Hills - West - 51st Ave TH,28
7/10/2020,N - Desert Hills - North - Ocotillo Trail,18
7/10/2020,N - Desert Hills - South - Sidewinder Trail,42
7/10/2020,N - Desert Vista TH - Hawk,36
7/10/2020,N - Lookout Mountain - 306 - North Side TH,248
7/10/2020,N - NMVC,74
7/10/2020,N - North Mountain - 44-Tower Road,663
7/10/2020,N - Shaw Butte TH,112
7/10/2020,N -15th Ave - Yucca-Shaw Butte SW,36
7/10/2020,N-NM TOWER TR 44 REPL,
7/10/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
7/10/2020,RIO SALADO 2875 S. 7th Street SE,11
7/10/2020,RIO SALADO 3201 S. 16th Street SE,
7/10/2020,RIO-16ST-SE-REPL,
7/10/2020,RIO-7TH ST SE-REPL,
7/10/2020,RIO-CENT-NEGW-REPL,
7/10/2020,South Mountain- Desert Classic Trail,67
7/10/2020,South Mountain-620 Trailhead,
7/10/2020,South Mountain-Hau'Pal,94
7/10/2020,South Mountain-Holbert Trail,45
7/10/2020,South Mountain-Judith Tunell Trail,
7/10/2020,South Mountain-Kiwanis Trail ,35
7/10/2020,South Mountain-Ma-Ha-Tuak Perimeter,242
7/10/2020,South Mountain-Mormon Trail,79
7/10/2020,South Mountain-Pima Dirt Rd. ,192
7/10/2020,South Mountain-Pima West Loop,231
7/10/2020,South Mountain-Telegraph Pass Trail,106
7/11/2020,E - Camelback - Cholla Trail ,353
7/11/2020,E - Camelback - Echo Canyon Trail,
7/11/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,
7/11/2020,E - Dreamy Draw Park - Trail 195,63
7/11/2020,E - Papago - 5K Fitness,
7/11/2020,E - Papago - Archery,
7/11/2020,E - Papago - Hole In The Rock,371
7/11/2020,E - PMP - 32nd St. Trailhead,77
7/11/2020,E - PMP - 40th St. Trailhead - East Access,100
7/11/2020,E - PMP - 40th St. Trailhead - Wash - West Access,67
7/11/2020,E - PMP - Piestewa Summit Trail,631
7/11/2020,E - PMP - Trail 19960,270
7/11/2020,E - PMP - Trail 20064,
7/11/2020,E - PMP - Trail8B - 7000 N. 36th,
7/11/2020,N - 25th St. and Acoma-Shadow Mtn N,8
7/11/2020,N - 7th Ave - Peoria-Mtn. View Park Access,93
7/11/2020,N - Apache Wash Replacement,237
7/11/2020,N - Carefree Bridge - Cave Creek Wash,20
7/11/2020,N - Deem Hills - East - 39th Ave TH,24
7/11/2020,N - Deem Hills - West - 51st Ave TH,48
7/11/2020,N - Desert Hills - North - Ocotillo Trail,23
7/11/2020,N - Desert Hills - South - Sidewinder Trail,57
7/11/2020,N - Desert Vista TH - Hawk,59
7/11/2020,N - Lookout Mountain - 306 - North Side TH,244
7/11/2020,N - NMVC,101
7/11/2020,N - North Mountain - 44-Tower Road,525
7/11/2020,N - Shaw Butte TH,116
7/11/2020,N -15th Ave - Yucca-Shaw Butte SW,39
7/11/2020,N-NM TOWER TR 44 REPL,
7/11/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
7/11/2020,RIO SALADO 2875 S. 7th Street SE,12
7/11/2020,RIO SALADO 3201 S. 16th Street SE,
7/11/2020,RIO-16ST-SE-REPL,
7/11/2020,RIO-7TH ST SE-REPL,
7/11/2020,RIO-CENT-NEGW-REPL,
7/11/2020,South Mountain- Desert Classic Trail,97
7/11/2020,South Mountain-620 Trailhead,
7/11/2020,South Mountain-Hau'Pal,88
7/11/2020,South Mountain-Holbert Trail,65
7/11/2020,South Mountain-Judith Tunell Trail,
7/11/2020,South Mountain-Kiwanis Trail ,27
7/11/2020,South Mountain-Ma-Ha-Tuak Perimeter,235
7/11/2020,South Mountain-Mormon Trail,109
7/11/2020,South Mountain-Pima Dirt Rd. ,241
7/11/2020,South Mountain-Pima West Loop,232
7/11/2020,South Mountain-Telegraph Pass Trail,147
7/12/2020,E - Camelback - Cholla Trail ,457
7/12/2020,E - Camelback - Echo Canyon Trail,
7/12/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,
7/12/2020,E - Dreamy Draw Park - Trail 196,89
7/12/2020,E - Papago - 5K Fitness,
7/12/2020,E - Papago - Archery,
7/12/2020,E - Papago - Hole In The Rock,248
7/12/2020,E - PMP - 32nd St. Trailhead,91
7/12/2020,E - PMP - 40th St. Trailhead - East Access,116
7/12/2020,E - PMP - 40th St. Trailhead - Wash - West Access,70
7/12/2020,E - PMP - Piestewa Summit Trail,818
7/12/2020,E - PMP - Trail 20168,302
7/12/2020,E - PMP - Trail 20272,
7/12/2020,E - PMP - Trail8B - 7000 N. 36th,
7/12/2020,N - 25th St. and Acoma-Shadow Mtn N,15
7/12/2020,N - 7th Ave - Peoria-Mtn. View Park Access,79
7/12/2020,N - Apache Wash Replacement,212
7/12/2020,N - Carefree Bridge - Cave Creek Wash,32
7/12/2020,N - Deem Hills - East - 39th Ave TH,35
7/12/2020,N - Deem Hills - West - 51st Ave TH,33
7/12/2020,N - Desert Hills - North - Ocotillo Trail,17
7/12/2020,N - Desert Hills - South - Sidewinder Trail,25
7/12/2020,N - Desert Vista TH - Hawk,71
7/12/2020,N - Lookout Mountain - 306 - North Side TH,160
7/12/2020,N - NMVC,95
7/12/2020,N - North Mountain - 44-Tower Road,549
7/12/2020,N - Shaw Butte TH,140
7/12/2020,N -15th Ave - Yucca-Shaw Butte SW,30
7/12/2020,N-NM TOWER TR 44 REPL,
7/12/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
7/12/2020,RIO SALADO 2875 S. 7th Street SE,10
7/12/2020,RIO SALADO 3201 S. 16th Street SE,
7/12/2020,RIO-16ST-SE-REPL,
7/12/2020,RIO-7TH ST SE-REPL,
7/12/2020,RIO-CENT-NEGW-REPL,
7/12/2020,South Mountain- Desert Classic Trail,117
7/12/2020,South Mountain-620 Trailhead,
7/12/2020,South Mountain-Hau'Pal,94
7/12/2020,South Mountain-Holbert Trail,69
7/12/2020,South Mountain-Judith Tunell Trail,
7/12/2020,South Mountain-Kiwanis Trail ,35
7/12/2020,South Mountain-Ma-Ha-Tuak Perimeter,192
7/12/2020,South Mountain-Mormon Trail,98
7/12/2020,South Mountain-Pima Dirt Rd. ,335
7/12/2020,South Mountain-Pima West Loop,199
7/12/2020,South Mountain-Telegraph Pass Trail,121
7/13/2020,E - Camelback - Cholla Trail ,263
7/13/2020,E - Camelback - Echo Canyon Trail,
7/13/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,
7/13/2020,E - Dreamy Draw Park - Trail 197,134
7/13/2020,E - Papago - 5K Fitness,
7/13/2020,E - Papago - Archery,
7/13/2020,E - Papago - Hole In The Rock,208
7/13/2020,E - PMP - 32nd St. Trailhead,82
7/13/2020,E - PMP - 40th St. Trailhead - East Access,66
7/13/2020,E - PMP - 40th St. Trailhead - Wash - West Access,51
7/13/2020,E - PMP - Piestewa Summit Trail,818
7/13/2020,E - PMP - Trail 20376,237
7/13/2020,E - PMP - Trail 20480,
7/13/2020,E - PMP - Trail8B - 7000 N. 36th,
7/13/2020,N - 25th St. and Acoma-Shadow Mtn N,21
7/13/2020,N - 7th Ave - Peoria-Mtn. View Park Access,102
7/13/2020,N - Apache Wash Replacement,100
7/13/2020,N - Carefree Bridge - Cave Creek Wash,9
7/13/2020,N - Deem Hills - East - 39th Ave TH,21
7/13/2020,N - Deem Hills - West - 51st Ave TH,35
7/13/2020,N - Desert Hills - North - Ocotillo Trail,11
7/13/2020,N - Desert Hills - South - Sidewinder Trail,38
7/13/2020,N - Desert Vista TH - Hawk,46
7/13/2020,N - Lookout Mountain - 306 - North Side TH,240
7/13/2020,N - NMVC,73
7/13/2020,N - North Mountain - 44-Tower Road,885
7/13/2020,N - Shaw Butte TH,124
7/13/2020,N -15th Ave - Yucca-Shaw Butte SW,68
7/13/2020,N-NM TOWER TR 44 REPL,
7/13/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
7/13/2020,RIO SALADO 2875 S. 7th Street SE,18
7/13/2020,RIO SALADO 3201 S. 16th Street SE,
7/13/2020,RIO-16ST-SE-REPL,
7/13/2020,RIO-7TH ST SE-REPL,
7/13/2020,RIO-CENT-NEGW-REPL,
7/13/2020,South Mountain- Desert Classic Trail,71
7/13/2020,South Mountain-620 Trailhead,
7/13/2020,South Mountain-Hau'Pal,104
7/13/2020,South Mountain-Holbert Trail,35
7/13/2020,South Mountain-Judith Tunell Trail,
7/13/2020,South Mountain-Kiwanis Trail ,10
7/13/2020,South Mountain-Ma-Ha-Tuak Perimeter,56
7/13/2020,South Mountain-Mormon Trail,125
7/13/2020,South Mountain-Pima Dirt Rd. ,159
7/13/2020,South Mountain-Pima West Loop,231
7/13/2020,South Mountain-Telegraph Pass Trail,124
7/14/2020,E - Camelback - Cholla Trail ,6
7/14/2020,E - Camelback - Echo Canyon Trail,
7/14/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,
7/14/2020,E - Dreamy Draw Park - Trail 198,68
7/14/2020,E - Papago - 5K Fitness,94
7/14/2020,E - Papago - Archery,37
7/14/2020,E - Papago - Hole In The Rock,203
7/14/2020,E - PMP - 32nd St. Trailhead,88
7/14/2020,E - PMP - 40th St. Trailhead - East Access,94
7/14/2020,E - PMP - 40th St. Trailhead - Wash - West Access,58
7/14/2020,E - PMP - Piestewa Summit Trail,841
7/14/2020,E - PMP - Trail 20584,199
7/14/2020,E - PMP - Trail 20688,
7/14/2020,E - PMP - Trail8B - 7000 N. 36th,
7/14/2020,N - 25th St. and Acoma-Shadow Mtn N,16
7/14/2020,N - 7th Ave - Peoria-Mtn. View Park Access,100
7/14/2020,N - Apache Wash Replacement,134
7/14/2020,N - Carefree Bridge - Cave Creek Wash,13
7/14/2020,N - Deem Hills - East - 39th Ave TH,48
7/14/2020,N - Deem Hills - West - 51st Ave TH,37
7/14/2020,N - Desert Hills - North - Ocotillo Trail,21
7/14/2020,N - Desert Hills - South - Sidewinder Trail,60
7/14/2020,N - Desert Vista TH - Hawk,42
7/14/2020,N - Lookout Mountain - 306 - North Side TH,277
7/14/2020,N - NMVC,84
7/14/2020,N - North Mountain - 44-Tower Road,955
7/14/2020,N - Shaw Butte TH,156
7/14/2020,N -15th Ave - Yucca-Shaw Butte SW,64
7/14/2020,N-NM TOWER TR 44 REPL,
7/14/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
7/14/2020,RIO SALADO 2875 S. 7th Street SE,4
7/14/2020,RIO SALADO 3201 S. 16th Street SE,
7/14/2020,RIO-16ST-SE-REPL,
7/14/2020,RIO-7TH ST SE-REPL,
7/14/2020,RIO-CENT-NEGW-REPL,
7/14/2020,South Mountain- Desert Classic Trail,67
7/14/2020,South Mountain-620 Trailhead,
7/14/2020,South Mountain-Hau'Pal,157
7/14/2020,South Mountain-Holbert Trail,42
7/14/2020,South Mountain-Judith Tunell Trail,7
7/14/2020,South Mountain-Kiwanis Trail ,25
7/14/2020,South Mountain-Ma-Ha-Tuak Perimeter,170
7/14/2020,South Mountain-Mormon Trail,124
7/14/2020,South Mountain-Pima Dirt Rd. ,207
7/14/2020,South Mountain-Pima West Loop,265
7/14/2020,South Mountain-Telegraph Pass Trail,149
7/15/2020,E - Camelback - Cholla Trail ,5
7/15/2020,E - Camelback - Echo Canyon Trail,
7/15/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,113
7/15/2020,E - Dreamy Draw Park - Trail 199,86
7/15/2020,E - Papago - 5K Fitness,99
7/15/2020,E - Papago - Archery,54
7/15/2020,E - Papago - Hole In The Rock,173
7/15/2020,E - PMP - 32nd St. Trailhead,86
7/15/2020,E - PMP - 40th St. Trailhead - East Access,107
7/15/2020,E - PMP - 40th St. Trailhead - Wash - West Access,54
7/15/2020,E - PMP - Piestewa Summit Trail,872
7/15/2020,E - PMP - Trail 20792,234
7/15/2020,E - PMP - Trail 20896,66
7/15/2020,E - PMP - Trail8B - 7000 N. 36th,44
7/15/2020,N - 25th St. and Acoma-Shadow Mtn N,15
7/15/2020,N - 7th Ave - Peoria-Mtn. View Park Access,97
7/15/2020,N - Apache Wash Replacement,125
7/15/2020,N - Carefree Bridge - Cave Creek Wash,15
7/15/2020,N - Deem Hills - East - 39th Ave TH,54
7/15/2020,N - Deem Hills - West - 51st Ave TH,46
7/15/2020,N - Desert Hills - North - Ocotillo Trail,24
7/15/2020,N - Desert Hills - South - Sidewinder Trail,46
7/15/2020,N - Desert Vista TH - Hawk,52
7/15/2020,N - Lookout Mountain - 306 - North Side TH,336
7/15/2020,N - NMVC,82
7/15/2020,N - North Mountain - 44-Tower Road,916
7/15/2020,N - Shaw Butte TH,158
7/15/2020,N -15th Ave - Yucca-Shaw Butte SW,60
7/15/2020,N-NM TOWER TR 44 REPL,
7/15/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
7/15/2020,RIO SALADO 2875 S. 7th Street SE,14
7/15/2020,RIO SALADO 3201 S. 16th Street SE,
7/15/2020,RIO-16ST-SE-REPL,
7/15/2020,RIO-7TH ST SE-REPL,
7/15/2020,RIO-CENT-NEGW-REPL,
7/15/2020,South Mountain- Desert Classic Trail,97
7/15/2020,South Mountain-620 Trailhead,
7/15/2020,South Mountain-Hau'Pal,146
7/15/2020,South Mountain-Holbert Trail,32
7/15/2020,South Mountain-Judith Tunell Trail,6
7/15/2020,South Mountain-Kiwanis Trail ,27
7/15/2020,South Mountain-Ma-Ha-Tuak Perimeter,193
7/15/2020,South Mountain-Mormon Trail,121
7/15/2020,South Mountain-Pima Dirt Rd. ,236
7/15/2020,South Mountain-Pima West Loop,267
7/15/2020,South Mountain-Telegraph Pass Trail,159
7/16/2020,E - Camelback - Cholla Trail ,8
7/16/2020,E - Camelback - Echo Canyon Trail,
7/16/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,117
7/16/2020,E - Dreamy Draw Park - Trail 200,95
7/16/2020,E - Papago - 5K Fitness,115
7/16/2020,E - Papago - Archery,75
7/16/2020,E - Papago - Hole In The Rock,197
7/16/2020,E - PMP - 32nd St. Trailhead,97
7/16/2020,E - PMP - 40th St. Trailhead - East Access,103
7/16/2020,E - PMP - 40th St. Trailhead - Wash - West Access,56
7/16/2020,E - PMP - Piestewa Summit Trail,783
7/16/2020,E - PMP - Trail 21000,250
7/16/2020,E - PMP - Trail 21104,58
7/16/2020,E - PMP - Trail8B - 7000 N. 36th,34
7/16/2020,N - 25th St. and Acoma-Shadow Mtn N,15
7/16/2020,N - 7th Ave - Peoria-Mtn. View Park Access,82
7/16/2020,N - Apache Wash Replacement,107
7/16/2020,N - Carefree Bridge - Cave Creek Wash,12
7/16/2020,N - Deem Hills - East - 39th Ave TH,49
7/16/2020,N - Deem Hills - West - 51st Ave TH,51
7/16/2020,N - Desert Hills - North - Ocotillo Trail,12
7/16/2020,N - Desert Hills - South - Sidewinder Trail,49
7/16/2020,N - Desert Vista TH - Hawk,61
7/16/2020,N - Lookout Mountain - 306 - North Side TH,280
7/16/2020,N - NMVC,80
7/16/2020,N - North Mountain - 44-Tower Road,984
7/16/2020,N - Shaw Butte TH,140
7/16/2020,N -15th Ave - Yucca-Shaw Butte SW,56
7/16/2020,N-NM TOWER TR 44 REPL,
7/16/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
7/16/2020,RIO SALADO 2875 S. 7th Street SE,17
7/16/2020,RIO SALADO 3201 S. 16th Street SE,
7/16/2020,RIO-16ST-SE-REPL,
7/16/2020,RIO-7TH ST SE-REPL,
7/16/2020,RIO-CENT-NEGW-REPL,
7/16/2020,South Mountain- Desert Classic Trail,105
7/16/2020,South Mountain-620 Trailhead,
7/16/2020,South Mountain-Hau'Pal,114
7/16/2020,South Mountain-Holbert Trail,7
7/16/2020,South Mountain-Judith Tunell Trail,0
7/16/2020,South Mountain-Kiwanis Trail ,25
7/16/2020,South Mountain-Ma-Ha-Tuak Perimeter,128
7/16/2020,South Mountain-Mormon Trail,128
7/16/2020,South Mountain-Pima Dirt Rd. ,255
7/16/2020,South Mountain-Pima West Loop,223
7/16/2020,South Mountain-Telegraph Pass Trail,152
7/17/2020,E - Camelback - Cholla Trail ,9
7/17/2020,E - Camelback - Echo Canyon Trail,
7/17/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,96
7/17/2020,E - Dreamy Draw Park - Trail 201,99
7/17/2020,E - Papago - 5K Fitness,90
7/17/2020,E - Papago - Archery,42
7/17/2020,E - Papago - Hole In The Rock,297
7/17/2020,E - PMP - 32nd St. Trailhead,89
7/17/2020,E - PMP - 40th St. Trailhead - East Access,91
7/17/2020,E - PMP - 40th St. Trailhead - Wash - West Access,83
7/17/2020,E - PMP - Piestewa Summit Trail,889
7/17/2020,E - PMP - Trail 21208,279
7/17/2020,E - PMP - Trail 21312,70
7/17/2020,E - PMP - Trail8B - 7000 N. 36th,25
7/17/2020,N - 25th St. and Acoma-Shadow Mtn N,13
7/17/2020,N - 7th Ave - Peoria-Mtn. View Park Access,82
7/17/2020,N - Apache Wash Replacement,142
