Date,Site,Count
1/12/2019,N - Deem Hills - West - 51st Ave TH,227
1/12/2019,N - Desert Hills - North - Ocotillo Trail,157
1/12/2019,N - Desert Hills - South - Sidewinder Trail,228
1/12/2019,N - Desert Vista TH - Hawk,277
1/12/2019,N - Lookout Mountain - 306 - North Side TH,721
1/12/2019,N - NMVC,424
1/12/2019,N - North Mountain - 44-Tower Road,0
1/12/2019,N - Shaw Butte TH,516
1/12/2019,N -15th Ave - Yucca-Shaw Butte SW,
1/12/2019,N-NM TOWER TR 44 REPL,
1/12/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
1/12/2019,RIO SALADO 2875 S. 7th Street SE,
1/12/2019,RIO SALADO 3201 S. 16th Street SE,
1/12/2019,RIO-16ST-SE-REPL,
1/12/2019,RIO-7TH ST SE-REPL,
1/12/2019,RIO-CENT-NEGW-REPL,
1/12/2019,South Mountain- Desert Classic Trail,420
1/12/2019,South Mountain-620 Trailhead,263
1/12/2019,South Mountain-Hau'Pal,
1/12/2019,South Mountain-Holbert Trail,261
1/12/2019,South Mountain-Judith Tunell Trail,94
1/12/2019,South Mountain-Kiwanis Trail ,
1/12/2019,South Mountain-Ma-Ha-Tuak Perimeter,
1/12/2019,South Mountain-Mormon Trail,1284
1/12/2019,South Mountain-Pima Dirt Rd. ,1565
1/12/2019,South Mountain-Pima West Loop,1037
1/12/2019,South Mountain-Telegraph Pass Trail,365
1/13/2019,E - Camelback - Cholla Trail ,
1/13/2019,E - Camelback - Echo Canyon Trail,1044
1/13/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,555
1/13/2019,E - Dreamy Draw Park - Trail 106,153
1/13/2019,E - Papago - 5K Fitness,358
1/13/2019,E - Papago - Archery,110
1/13/2019,E - Papago - Hole In The Rock,305
1/13/2019,E - PMP - 32nd St. Trailhead,485
1/13/2019,E - PMP - 40th St. Trailhead - East Access,356
1/13/2019,E - PMP - 40th St. Trailhead - Wash - West Access,1089
1/13/2019,E - PMP - Piestewa Summit Trail,1391
1/13/2019,E - PMP - Trail 1448,
1/13/2019,E - PMP - Trail 1552,406
1/13/2019,E - PMP - Trail8B - 7000 N. 36th,
1/13/2019,N - 25th St. and Acoma-Shadow Mtn N,82
1/13/2019,N - 7th Ave - Peoria-Mtn. View Park Access,189
1/13/2019,N - Apache Wash Replacement,
1/13/2019,N - Carefree Bridge - Cave Creek Wash,
1/13/2019,N - Deem Hills - East - 39th Ave TH,123
1/13/2019,N - Deem Hills - West - 51st Ave TH,191
1/13/2019,N - Desert Hills - North - Ocotillo Trail,152
1/13/2019,N - Desert Hills - South - Sidewinder Trail,203
1/13/2019,N - Desert Vista TH - Hawk,291
1/13/2019,N - Lookout Mountain - 306 - North Side TH,748
1/13/2019,N - NMVC,377
1/13/2019,N - North Mountain - 44-Tower Road,0
1/13/2019,N - Shaw Butte TH,371
1/13/2019,N -15th Ave - Yucca-Shaw Butte SW,
1/13/2019,N-NM TOWER TR 44 REPL,
1/13/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
1/13/2019,RIO SALADO 2875 S. 7th Street SE,
1/13/2019,RIO SALADO 3201 S. 16th Street SE,
1/13/2019,RIO-16ST-SE-REPL,
1/13/2019,RIO-7TH ST SE-REPL,
1/13/2019,RIO-CENT-NEGW-REPL,
1/13/2019,South Mountain- Desert Classic Trail,474
1/13/2019,South Mountain-620 Trailhead,208
1/13/2019,South Mountain-Hau'Pal,
1/13/2019,South Mountain-Holbert Trail,308
1/13/2019,South Mountain-Judith Tunell Trail,75
1/13/2019,South Mountain-Kiwanis Trail ,
1/13/2019,South Mountain-Ma-Ha-Tuak Perimeter,
1/13/2019,South Mountain-Mormon Trail,1022
1/13/2019,South Mountain-Pima Dirt Rd. ,1479
1/13/2019,South Mountain-Pima West Loop,840
1/13/2019,South Mountain-Telegraph Pass Trail,398
1/14/2019,E - Camelback - Cholla Trail ,
1/14/2019,E - Camelback - Echo Canyon Trail,807
1/14/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,264
1/14/2019,E - Dreamy Draw Park - Trail 106,103
1/14/2019,E - Papago - 5K Fitness,147
1/14/2019,E - Papago - Archery,33
1/14/2019,E - Papago - Hole In The Rock,142
1/14/2019,E - PMP - 32nd St. Trailhead,260
1/14/2019,E - PMP - 40th St. Trailhead - East Access,170
1/14/2019,E - PMP - 40th St. Trailhead - Wash - West Access,443
1/14/2019,E - PMP - Piestewa Summit Trail,848
1/14/2019,E - PMP - Trail 1448,
1/14/2019,E - PMP - Trail 1552,171
1/14/2019,E - PMP - Trail8B - 7000 N. 36th,
1/14/2019,N - 25th St. and Acoma-Shadow Mtn N,
1/14/2019,N - 7th Ave - Peoria-Mtn. View Park Access,
1/14/2019,N - Apache Wash Replacement,
1/14/2019,N - Carefree Bridge - Cave Creek Wash,
1/14/2019,N - Deem Hills - East - 39th Ave TH,90
1/14/2019,N - Deem Hills - West - 51st Ave TH,90
1/14/2019,N - Desert Hills - North - Ocotillo Trail,70
1/14/2019,N - Desert Hills - South - Sidewinder Trail,152
1/14/2019,N - Desert Vista TH - Hawk,121
1/14/2019,N - Lookout Mountain - 306 - North Side TH,
1/14/2019,N - NMVC,
1/14/2019,N - North Mountain - 44-Tower Road,0
1/14/2019,N - Shaw Butte TH,
1/14/2019,N -15th Ave - Yucca-Shaw Butte SW,
1/14/2019,N-NM TOWER TR 44 REPL,
1/14/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
1/14/2019,RIO SALADO 2875 S. 7th Street SE,
1/14/2019,RIO SALADO 3201 S. 16th Street SE,
1/14/2019,RIO-16ST-SE-REPL,
1/14/2019,RIO-7TH ST SE-REPL,
1/14/2019,RIO-CENT-NEGW-REPL,
1/14/2019,South Mountain- Desert Classic Trail,227
1/14/2019,South Mountain-620 Trailhead,86
1/14/2019,South Mountain-Hau'Pal,
1/14/2019,South Mountain-Holbert Trail,92
1/14/2019,South Mountain-Judith Tunell Trail,53
1/14/2019,South Mountain-Kiwanis Trail ,
1/14/2019,South Mountain-Ma-Ha-Tuak Perimeter,
1/14/2019,South Mountain-Mormon Trail,358
1/14/2019,South Mountain-Pima Dirt Rd. ,618
1/14/2019,South Mountain-Pima West Loop,408
1/14/2019,South Mountain-Telegraph Pass Trail,219
1/15/2019,E - Camelback - Cholla Trail ,
1/15/2019,E - Camelback - Echo Canyon Trail,393
1/15/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,194
1/15/2019,E - Dreamy Draw Park - Trail 107,65
1/15/2019,E - Papago - 5K Fitness,115
1/15/2019,E - Papago - Archery,85
1/15/2019,E - Papago - Hole In The Rock,112
1/15/2019,E - PMP - 32nd St. Trailhead,159
1/15/2019,E - PMP - 40th St. Trailhead - East Access,106
1/15/2019,E - PMP - 40th St. Trailhead - Wash - West Access,292
1/15/2019,E - PMP - Piestewa Summit Trail,474
1/15/2019,E - PMP - Trail 1656,
1/15/2019,E - PMP - Trail 1760,110
1/15/2019,E - PMP - Trail8B - 7000 N. 36th,
1/15/2019,N - 25th St. and Acoma-Shadow Mtn N,
1/15/2019,N - 7th Ave - Peoria-Mtn. View Park Access,
1/15/2019,N - Apache Wash Replacement,
1/15/2019,N - Carefree Bridge - Cave Creek Wash,136
1/15/2019,N - Deem Hills - East - 39th Ave TH,38
1/15/2019,N - Deem Hills - West - 51st Ave TH,0
1/15/2019,N - Desert Hills - North - Ocotillo Trail,0
1/15/2019,N - Desert Hills - South - Sidewinder Trail,0
1/15/2019,N - Desert Vista TH - Hawk,45
1/15/2019,N - Lookout Mountain - 306 - North Side TH,
1/15/2019,N - NMVC,
1/15/2019,N - North Mountain - 44-Tower Road,0
1/15/2019,N - Shaw Butte TH,
1/15/2019,N -15th Ave - Yucca-Shaw Butte SW,
1/15/2019,N-NM TOWER TR 44 REPL,
1/15/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
1/15/2019,RIO SALADO 2875 S. 7th Street SE,
1/15/2019,RIO SALADO 3201 S. 16th Street SE,
1/15/2019,RIO-16ST-SE-REPL,
1/15/2019,RIO-7TH ST SE-REPL,
1/15/2019,RIO-CENT-NEGW-REPL,
1/15/2019,South Mountain- Desert Classic Trail,175
1/15/2019,South Mountain-620 Trailhead,61
1/15/2019,South Mountain-Hau'Pal,
1/15/2019,South Mountain-Holbert Trail,41
1/15/2019,South Mountain-Judith Tunell Trail,10
1/15/2019,South Mountain-Kiwanis Trail ,
1/15/2019,South Mountain-Ma-Ha-Tuak Perimeter,
1/15/2019,South Mountain-Mormon Trail,196
1/15/2019,South Mountain-Pima Dirt Rd. ,466
1/15/2019,South Mountain-Pima West Loop,269
1/15/2019,South Mountain-Telegraph Pass Trail,139
1/16/2019,E - Camelback - Cholla Trail ,
1/16/2019,E - Camelback - Echo Canyon Trail,672
1/16/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,318
1/16/2019,E - Dreamy Draw Park - Trail 107,129
1/16/2019,E - Papago - 5K Fitness,226
1/16/2019,E - Papago - Archery,42
1/16/2019,E - Papago - Hole In The Rock,285
1/16/2019,E - PMP - 32nd St. Trailhead,279
1/16/2019,E - PMP - 40th St. Trailhead - East Access,183
1/16/2019,E - PMP - 40th St. Trailhead - Wash - West Access,500
1/16/2019,E - PMP - Piestewa Summit Trail,883
1/16/2019,E - PMP - Trail 1656,
1/16/2019,E - PMP - Trail 1760,221
1/16/2019,E - PMP - Trail8B - 7000 N. 36th,
1/16/2019,N - 25th St. and Acoma-Shadow Mtn N,45
1/16/2019,N - 7th Ave - Peoria-Mtn. View Park Access,117
1/16/2019,N - Apache Wash Replacement,
1/16/2019,N - Carefree Bridge - Cave Creek Wash,116
1/16/2019,N - Deem Hills - East - 39th Ave TH,103
1/16/2019,N - Deem Hills - West - 51st Ave TH,91
1/16/2019,N - Desert Hills - North - Ocotillo Trail,84
1/16/2019,N - Desert Hills - South - Sidewinder Trail,110
1/16/2019,N - Desert Vista TH - Hawk,100
1/16/2019,N - Lookout Mountain - 306 - North Side TH,383
1/16/2019,N - NMVC,183
1/16/2019,N - North Mountain - 44-Tower Road,0
1/16/2019,N - Shaw Butte TH,235
1/16/2019,N -15th Ave - Yucca-Shaw Butte SW,5
1/16/2019,N-NM TOWER TR 44 REPL,
1/16/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
1/16/2019,RIO SALADO 2875 S. 7th Street SE,
1/16/2019,RIO SALADO 3201 S. 16th Street SE,
1/16/2019,RIO-16ST-SE-REPL,
1/16/2019,RIO-7TH ST SE-REPL,
1/16/2019,RIO-CENT-NEGW-REPL,
1/16/2019,South Mountain- Desert Classic Trail,301
1/16/2019,South Mountain-620 Trailhead,51
1/16/2019,South Mountain-Hau'Pal,
1/16/2019,South Mountain-Holbert Trail,76
1/16/2019,South Mountain-Judith Tunell Trail,66
1/16/2019,South Mountain-Kiwanis Trail ,
1/16/2019,South Mountain-Ma-Ha-Tuak Perimeter,
1/16/2019,South Mountain-Mormon Trail,353
1/16/2019,South Mountain-Pima Dirt Rd. ,787
1/16/2019,South Mountain-Pima West Loop,465
1/16/2019,South Mountain-Telegraph Pass Trail,189
1/17/2019,E - Camelback - Cholla Trail ,
1/17/2019,E - Camelback - Echo Canyon Trail,802
1/17/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,
1/17/2019,E - Dreamy Draw Park - Trail 108,
1/17/2019,E - Papago - 5K Fitness,180
1/17/2019,E - Papago - Archery,35
1/17/2019,E - Papago - Hole In The Rock,226
1/17/2019,E - PMP - 32nd St. Trailhead,
1/17/2019,E - PMP - 40th St. Trailhead - East Access,
1/17/2019,E - PMP - 40th St. Trailhead - Wash - West Access,598
1/17/2019,E - PMP - Piestewa Summit Trail,
1/17/2019,E - PMP - Trail 1864,
1/17/2019,E - PMP - Trail 1968,
1/17/2019,E - PMP - Trail8B - 7000 N. 36th,
1/17/2019,N - 25th St. and Acoma-Shadow Mtn N,43
1/17/2019,N - 7th Ave - Peoria-Mtn. View Park Access,104
1/17/2019,N - Apache Wash Replacement,
1/17/2019,N - Carefree Bridge - Cave Creek Wash,141
1/17/2019,N - Deem Hills - East - 39th Ave TH,83
1/17/2019,N - Deem Hills - West - 51st Ave TH,103
1/17/2019,N - Desert Hills - North - Ocotillo Trail,77
1/17/2019,N - Desert Hills - South - Sidewinder Trail,160
1/17/2019,N - Desert Vista TH - Hawk,114
1/17/2019,N - Lookout Mountain - 306 - North Side TH,414
1/17/2019,N - NMVC,181
1/17/2019,N - North Mountain - 44-Tower Road,0
1/17/2019,N - Shaw Butte TH,234
1/17/2019,N -15th Ave - Yucca-Shaw Butte SW,22
1/17/2019,N-NM TOWER TR 44 REPL,
1/17/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
1/17/2019,RIO SALADO 2875 S. 7th Street SE,
1/17/2019,RIO SALADO 3201 S. 16th Street SE,
1/17/2019,RIO-16ST-SE-REPL,
1/17/2019,RIO-7TH ST SE-REPL,
1/17/2019,RIO-CENT-NEGW-REPL,
1/17/2019,South Mountain- Desert Classic Trail,263
1/17/2019,South Mountain-620 Trailhead,56
1/17/2019,South Mountain-Hau'Pal,
1/17/2019,South Mountain-Holbert Trail,96
1/17/2019,South Mountain-Judith Tunell Trail,120
1/17/2019,South Mountain-Kiwanis Trail ,
1/17/2019,South Mountain-Ma-Ha-Tuak Perimeter,
1/17/2019,South Mountain-Mormon Trail,362
1/17/2019,South Mountain-Pima Dirt Rd. ,706
1/17/2019,South Mountain-Pima West Loop,452
1/17/2019,South Mountain-Telegraph Pass Trail,221
1/18/2019,E - Camelback - Cholla Trail ,
1/18/2019,E - Camelback - Echo Canyon Trail,1030
1/18/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,
1/18/2019,E - Dreamy Draw Park - Trail 108,
1/18/2019,E - Papago - 5K Fitness,235
1/18/2019,E - Papago - Archery,38
1/18/2019,E - Papago - Hole In The Rock,483
1/18/2019,E - PMP - 32nd St. Trailhead,
1/18/2019,E - PMP - 40th St. Trailhead - East Access,
1/18/2019,E - PMP - 40th St. Trailhead - Wash - West Access,895
1/18/2019,E - PMP - Piestewa Summit Trail,
1/18/2019,E - PMP - Trail 1864,
1/18/2019,E - PMP - Trail 1968,
1/18/2019,E - PMP - Trail8B - 7000 N. 36th,
1/18/2019,N - 25th St. and Acoma-Shadow Mtn N,41
1/18/2019,N - 7th Ave - Peoria-Mtn. View Park Access,104
1/18/2019,N - Apache Wash Replacement,
1/18/2019,N - Carefree Bridge - Cave Creek Wash,77
1/18/2019,N - Deem Hills - East - 39th Ave TH,118
1/18/2019,N - Deem Hills - West - 51st Ave TH,126
1/18/2019,N - Desert Hills - North - Ocotillo Trail,101
1/18/2019,N - Desert Hills - South - Sidewinder Trail,161
1/18/2019,N - Desert Vista TH - Hawk,131
1/18/2019,N - Lookout Mountain - 306 - North Side TH,397
1/18/2019,N - NMVC,181
1/18/2019,N - North Mountain - 44-Tower Road,0
1/18/2019,N - Shaw Butte TH,260
1/18/2019,N -15th Ave - Yucca-Shaw Butte SW,14
1/18/2019,N-NM TOWER TR 44 REPL,
1/18/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
1/18/2019,RIO SALADO 2875 S. 7th Street SE,
1/18/2019,RIO SALADO 3201 S. 16th Street SE,
1/18/2019,RIO-16ST-SE-REPL,
1/18/2019,RIO-7TH ST SE-REPL,
1/18/2019,RIO-CENT-NEGW-REPL,
1/18/2019,South Mountain- Desert Classic Trail,282
1/18/2019,South Mountain-620 Trailhead,45
1/18/2019,South Mountain-Hau'Pal,
1/18/2019,South Mountain-Holbert Trail,123
1/18/2019,South Mountain-Judith Tunell Trail,37
1/18/2019,South Mountain-Kiwanis Trail ,
1/18/2019,South Mountain-Ma-Ha-Tuak Perimeter,
1/18/2019,South Mountain-Mormon Trail,479
1/18/2019,South Mountain-Pima Dirt Rd. ,779
1/18/2019,South Mountain-Pima West Loop,398
1/18/2019,South Mountain-Telegraph Pass Trail,238
1/19/2019,E - Camelback - Cholla Trail ,
1/19/2019,E - Camelback - Echo Canyon Trail,1529
1/19/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,
1/19/2019,E - Dreamy Draw Park - Trail 109,
1/19/2019,E - Papago - 5K Fitness,347
1/19/2019,E - Papago - Archery,85
1/19/2019,E - Papago - Hole In The Rock,975
1/19/2019,E - PMP - 32nd St. Trailhead,
1/19/2019,E - PMP - 40th St. Trailhead - East Access,
1/19/2019,E - PMP - 40th St. Trailhead - Wash - West Access,1679
1/19/2019,E - PMP - Piestewa Summit Trail,
1/19/2019,E - PMP - Trail 2072,
1/19/2019,E - PMP - Trail 2176,
1/19/2019,E - PMP - Trail8B - 7000 N. 36th,
1/19/2019,N - 25th St. and Acoma-Shadow Mtn N,51
1/19/2019,N - 7th Ave - Peoria-Mtn. View Park Access,231
1/19/2019,N - Apache Wash Replacement,
1/19/2019,N - Carefree Bridge - Cave Creek Wash,80
1/19/2019,N - Deem Hills - East - 39th Ave TH,165
1/19/2019,N - Deem Hills - West - 51st Ave TH,233
1/19/2019,N - Desert Hills - North - Ocotillo Trail,184
1/19/2019,N - Desert Hills - South - Sidewinder Trail,219
1/19/2019,N - Desert Vista TH - Hawk,317
1/19/2019,N - Lookout Mountain - 306 - North Side TH,796
1/19/2019,N - NMVC,470
1/19/2019,N - North Mountain - 44-Tower Road,0
1/19/2019,N - Shaw Butte TH,528
1/19/2019,N -15th Ave - Yucca-Shaw Butte SW,6
1/19/2019,N-NM TOWER TR 44 REPL,
1/19/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
1/19/2019,RIO SALADO 2875 S. 7th Street SE,
1/19/2019,RIO SALADO 3201 S. 16th Street SE,
1/19/2019,RIO-16ST-SE-REPL,
1/19/2019,RIO-7TH ST SE-REPL,
1/19/2019,RIO-CENT-NEGW-REPL,
1/19/2019,South Mountain- Desert Classic Trail,520
1/19/2019,South Mountain-620 Trailhead,167
1/19/2019,South Mountain-Hau'Pal,
1/19/2019,South Mountain-Holbert Trail,291
1/19/2019,South Mountain-Judith Tunell Trail,122
1/19/2019,South Mountain-Kiwanis Trail ,
1/19/2019,South Mountain-Ma-Ha-Tuak Perimeter,
1/19/2019,South Mountain-Mormon Trail,1324
1/19/2019,South Mountain-Pima Dirt Rd. ,1771
1/19/2019,South Mountain-Pima West Loop,943
1/19/2019,South Mountain-Telegraph Pass Trail,366
1/20/2019,E - Camelback - Cholla Trail ,
1/20/2019,E - Camelback - Echo Canyon Trail,1333
1/20/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,
1/20/2019,E - Dreamy Draw Park - Trail 109,
1/20/2019,E - Papago - 5K Fitness,136
1/20/2019,E - Papago - Archery,21
1/20/2019,E - Papago - Hole In The Rock,319
1/20/2019,E - PMP - 32nd St. Trailhead,
1/20/2019,E - PMP - 40th St. Trailhead - East Access,
1/20/2019,E - PMP - 40th St. Trailhead - Wash - West Access,1249
1/20/2019,E - PMP - Piestewa Summit Trail,
1/20/2019,E - PMP - Trail 2072,
1/20/2019,E - PMP - Trail 2176,
1/20/2019,E - PMP - Trail8B - 7000 N. 36th,
1/20/2019,N - 25th St. and Acoma-Shadow Mtn N,69
1/20/2019,N - 7th Ave - Peoria-Mtn. View Park Access,181
1/20/2019,N - Apache Wash Replacement,
1/20/2019,N - Carefree Bridge - Cave Creek Wash,42
1/20/2019,N - Deem Hills - East - 39th Ave TH,150
1/20/2019,N - Deem Hills - West - 51st Ave TH,249
1/20/2019,N - Desert Hills - North - Ocotillo Trail,191
1/20/2019,N - Desert Hills - South - Sidewinder Trail,293
1/20/2019,N - Desert Vista TH - Hawk,293
1/20/2019,N - Lookout Mountain - 306 - North Side TH,848
1/20/2019,N - NMVC,463
1/20/2019,N - North Mountain - 44-Tower Road,0
1/20/2019,N - Shaw Butte TH,475
1/20/2019,N -15th Ave - Yucca-Shaw Butte SW,2
1/20/2019,N-NM TOWER TR 44 REPL,
1/20/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
1/20/2019,RIO SALADO 2875 S. 7th Street SE,
1/20/2019,RIO SALADO 3201 S. 16th Street SE,
1/20/2019,RIO-16ST-SE-REPL,
1/20/2019,RIO-7TH ST SE-REPL,
1/20/2019,RIO-CENT-NEGW-REPL,
1/20/2019,South Mountain- Desert Classic Trail,480
1/20/2019,South Mountain-620 Trailhead,227
1/20/2019,South Mountain-Hau'Pal,
1/20/2019,South Mountain-Holbert Trail,246
1/20/2019,South Mountain-Judith Tunell Trail,127
1/20/2019,South Mountain-Kiwanis Trail ,
1/20/2019,South Mountain-Ma-Ha-Tuak Perimeter,
1/20/2019,South Mountain-Mormon Trail,1197
1/20/2019,South Mountain-Pima Dirt Rd. ,1601
1/20/2019,South Mountain-Pima West Loop,938
1/20/2019,South Mountain-Telegraph Pass Trail,427
1/21/2019,E - Camelback - Cholla Trail ,
1/21/2019,E - Camelback - Echo Canyon Trail,1032
1/21/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,
1/21/2019,E - Dreamy Draw Park - Trail 110,
1/21/2019,E - Papago - 5K Fitness,260
1/21/2019,E - Papago - Archery,31
1/21/2019,E - Papago - Hole In The Rock,293
1/21/2019,E - PMP - 32nd St. Trailhead,
1/21/2019,E - PMP - 40th St. Trailhead - East Access,
1/21/2019,E - PMP - 40th St. Trailhead - Wash - West Access,786
1/21/2019,E - PMP - Piestewa Summit Trail,
1/21/2019,E - PMP - Trail 2280,
1/21/2019,E - PMP - Trail 2384,
1/21/2019,E - PMP - Trail8B - 7000 N. 36th,
1/21/2019,N - 25th St. and Acoma-Shadow Mtn N,41
1/21/2019,N - 7th Ave - Peoria-Mtn. View Park Access,131
1/21/2019,N - Apache Wash Replacement,
1/21/2019,N - Carefree Bridge - Cave Creek Wash,146
1/21/2019,N - Deem Hills - East - 39th Ave TH,127
1/21/2019,N - Deem Hills - West - 51st Ave TH,201
1/21/2019,N - Desert Hills - North - Ocotillo Trail,100
1/21/2019,N - Desert Hills - South - Sidewinder Trail,248
1/21/2019,N - Desert Vista TH - Hawk,243
1/21/2019,N - Lookout Mountain - 306 - North Side TH,554
1/21/2019,N - NMVC,268
1/21/2019,N - North Mountain - 44-Tower Road,0
1/21/2019,N - Shaw Butte TH,335
1/21/2019,N -15th Ave - Yucca-Shaw Butte SW,121
1/21/2019,N-NM TOWER TR 44 REPL,
1/21/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
1/21/2019,RIO SALADO 2875 S. 7th Street SE,
1/21/2019,RIO SALADO 3201 S. 16th Street SE,
1/21/2019,RIO-16ST-SE-REPL,
1/21/2019,RIO-7TH ST SE-REPL,
1/21/2019,RIO-CENT-NEGW-REPL,
1/21/2019,South Mountain- Desert Classic Trail,482
1/21/2019,South Mountain-620 Trailhead,311
1/21/2019,South Mountain-Hau'Pal,
1/21/2019,South Mountain-Holbert Trail,265
1/21/2019,South Mountain-Judith Tunell Trail,93
1/21/2019,South Mountain-Kiwanis Trail ,
1/21/2019,South Mountain-Ma-Ha-Tuak Perimeter,
1/21/2019,South Mountain-Mormon Trail,1146
1/21/2019,South Mountain-Pima Dirt Rd. ,1417
1/21/2019,South Mountain-Pima West Loop,864
1/21/2019,South Mountain-Telegraph Pass Trail,379
1/22/2019,E - Camelback - Cholla Trail ,
1/22/2019,E - Camelback - Echo Canyon Trail,722
1/22/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,273
1/22/2019,E - Dreamy Draw Park - Trail 110,133
1/22/2019,E - Papago - 5K Fitness,275
1/22/2019,E - Papago - Archery,35
1/22/2019,E - Papago - Hole In The Rock,163
1/22/2019,E - PMP - 32nd St. Trailhead,275
1/22/2019,E - PMP - 40th St. Trailhead - East Access,164
1/22/2019,E - PMP - 40th St. Trailhead - Wash - West Access,525
1/22/2019,E - PMP - Piestewa Summit Trail,846
1/22/2019,E - PMP - Trail 2280,
1/22/2019,E - PMP - Trail 2384,186
1/22/2019,E - PMP - Trail8B - 7000 N. 36th,
1/22/2019,N - 25th St. and Acoma-Shadow Mtn N,0
1/22/2019,N - 7th Ave - Peoria-Mtn. View Park Access,92
1/22/2019,N - Apache Wash Replacement,
1/22/2019,N - Carefree Bridge - Cave Creek Wash,31
1/22/2019,N - Deem Hills - East - 39th Ave TH,0
1/22/2019,N - Deem Hills - West - 51st Ave TH,0
1/22/2019,N - Desert Hills - North - Ocotillo Trail,72
1/22/2019,N - Desert Hills - South - Sidewinder Trail,156
1/22/2019,N - Desert Vista TH - Hawk,0
1/22/2019,N - Lookout Mountain - 306 - North Side TH,376
1/22/2019,N - NMVC,0
1/22/2019,N - North Mountain - 44-Tower Road,0
1/22/2019,N - Shaw Butte TH,2
1/22/2019,N -15th Ave - Yucca-Shaw Butte SW,61
1/22/2019,N-NM TOWER TR 44 REPL,
1/22/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
1/22/2019,RIO SALADO 2875 S. 7th Street SE,
1/22/2019,RIO SALADO 3201 S. 16th Street SE,
1/22/2019,RIO-16ST-SE-REPL,
1/22/2019,RIO-7TH ST SE-REPL,
1/22/2019,RIO-CENT-NEGW-REPL,
1/22/2019,South Mountain- Desert Classic Trail,289
1/22/2019,South Mountain-620 Trailhead,86
1/22/2019,South Mountain-Hau'Pal,
